X-coordinate;Y-coordinate;Z-coordinate;Color
-14.393939393939394;-0.7575757575757578;-3.787878787878787;0.0038668410217132985
-12.878787878787879;4.3939393939393945;-4.09090909090909;0.006270748511756634
-11.666666666666666;-4.09090909090909;0.15151515151515227;0.02480737246226172
-11.666666666666666;2.878787878787879;-4.3939393939393945;0.016314841229029677
-11.06060606060606;-3.787878787878787;4.09090909090909;0.021774113510491477
-11.06060606060606;-0.7575757575757578;-0.1515151515151505;0.05749606705103794
-11.06060606060606;5.6060606060606055;0.45454545454545503;0.024042698717456026
-10.757575757575758;0.45454545454545503;-2.575757575757576;0.05497315323682629
-10.454545454545453;-6.212121212121211;-5.6060606060606055;0.010083305635116861
-10.454545454545453;-2.2727272727272716;-0.45454545454545325;0.07297287339736418
-10.454545454545453;2.2727272727272734;-2.2727272727272716;0.06054215704571284
-10.454545454545453;2.878787878787879;-0.7575757575757578;0.06571098216721896
-10.151515151515152;-11.666666666666666;-3.787878787878787;0.0018342881440525662
-10.151515151515152;-4.09090909090909;-2.878787878787879;0.04640673874445712
-10.151515151515152;-4.09090909090909;-1.3636363636363633;0.05876818972655766
-10.151515151515152;-2.878787878787879;8.333333333333336;0.0072458819168363595
-9.848484848484848;-8.030303030303031;-0.45454545454545325;0.019504478220682225
-9.848484848484848;1.0606060606060623;2.575757575757578;0.0917513366104033
-9.545454545454545;-1.0606060606060606;-1.9696969696969688;0.12176223643033512
-9.545454545454545;-0.7575757575757578;2.2727272727272734;0.11748366329948368
-9.545454545454545;2.2727272727272734;1.6666666666666679;0.11287966299013288
-9.545454545454545;2.575757575757578;0.45454545454545503;0.1197963242513107
-9.545454545454545;4.09090909090909;-2.575757575757576;0.06923915364178508
-9.545454545454545;5.3030303030303045;-1.3636363636363633;0.059707434861540384
-9.242424242424242;-2.575757575757576;-2.2727272727272716;0.11621464563304125
-9.242424242424242;-1.9696969696969688;-0.1515151515151505;0.1559099479701736
-9.242424242424242;3.1818181818181834;5.0;0.04883514894010395
-9.242424242424242;4.696969696969699;0.45454545454545503;0.08960069496516236
-8.93939393939394;-5.909090909090908;5.3030303030303045;0.02620278614107334
-8.93939393939394;-2.575757575757576;-1.666666666666666;0.15110038659320163
-8.93939393939394;-1.0606060606060606;1.3636363636363633;0.18565544394027897
-8.93939393939394;0.15151515151515227;1.9696969696969688;0.17607827691203365
-8.93939393939394;0.45454545454545503;1.6666666666666679;0.18355169953302375
-8.93939393939394;5.3030303030303045;0.45454545454545503;0.08815235860279245
-8.636363636363637;-9.242424242424242;-4.3939393939393945;0.010909754777516982
-8.636363636363637;-3.4848484848484844;-3.4848484848484844;0.10243587363740068
-8.636363636363637;-3.4848484848484844;-0.1515151515151505;0.1686581629091619
-8.636363636363637;-2.2727272727272716;-3.787878787878787;0.11431145711891806
-8.636363636363637;-1.9696969696969688;3.4848484848484844;0.12985856558215306
-8.636363636363637;-1.3636363636363633;5.90909090909091;0.05529361219820002
-8.636363636363637;-1.0606060606060606;5.90909090909091;0.05633111090572534
-8.636363636363637;1.9696969696969688;-8.333333333333332;0.015083229255427223
-8.636363636363637;1.9696969696969688;0.45454545454545503;0.21580012192245362
-8.636363636363637;2.2727272727272734;-0.45454545454545325;0.20739730721783178
-8.636363636363637;2.878787878787879;8.636363636363637;0.011522726059370738
-8.333333333333332;-3.1818181818181817;3.787878787878789;0.11490877793268223
-8.333333333333332;2.2727272727272734;-0.1515151515151505;0.24518021871629647
-8.333333333333332;6.212121212121211;4.09090909090909;0.04722986993287572
-8.030303030303031;-6.515151515151516;-2.2727272727272716;0.07519591301987627
-8.030303030303031;-1.0606060606060606;-0.1515151515151505;0.3245806581797975
-8.030303030303031;-0.1515151515151505;-1.0606060606060606;0.3191293385182754
-8.030303030303031;0.7575757575757578;4.696969696969699;0.12457356014503626
-8.030303030303031;4.3939393939393945;1.3636363636363633;0.17070988804646778
-7.727272727272727;-6.212121212121211;-2.2727272727272716;0.09669886254802859
-7.727272727272727;-5.303030303030303;4.696969696969699;0.06722654188786709
