X-coordinate;Y-coordinate;Z-coordinate;Color
-38.678391959798994;-23.12060301507538;10.587939698492463;0.0002225004120597799
-37.814070351758794;-12.748743718592966;34.78894472361809;6.946259273191958e-05
-36.949748743718594;1.9447236180904497;-12.748743718592966;0.0037480552384922716
-36.517587939698494;-14.045226130653269;-9.723618090452263;0.0016035370064838258
-34.78894472361809;0.21608040201004997;10.155778894472363;0.006775409483498173
-34.78894472361809;4.969849246231156;16.20603015075377;0.00599475473768819
-33.92462311557789;15.341708542713569;-9.723618090452263;0.0029980057606709644
-33.49246231155779;-14.045226130653269;-13.613065326633166;0.004641076293916105
-33.06030150753769;-11.884422110552766;14.477386934673362;0.006541458088801277
-33.06030150753769;-5.402010050251256;10.155778894472363;0.010086802233600447
-33.06030150753769;-4.969849246231156;-14.909547738693469;0.010590222579609402
-31.763819095477388;-6.698492462311556;-5.834170854271356;0.0071623189022840365
-31.763819095477388;14.477386934673362;21.824120603015075;0.0034847025712238236
-31.331658291457288;-16.20603015075377;9.291457286432156;0.0053959886582613074
-31.331658291457288;8.859296482412056;8.859296482412056;0.011956842417868823
-30.899497487437188;-18.798994974874372;-36.949748743718594;9.353673860587924e-05
-30.899497487437188;-4.537688442211056;-19.231155778894472;0.012998232410513528
-30.899497487437188;6.698492462311556;12.748743718592962;0.018891196808919895
-30.899497487437188;27.010050251256274;-20.527638190954775;0.0006911127222630669
-30.467336683417088;21.824120603015075;-19.231155778894472;0.002334555619095887
-30.035175879396988;1.0804020100502498;-10.587939698492463;0.02828466171068092
-30.035175879396988;12.748743718592962;-16.63819095477387;0.011858019773237676
-29.170854271356784;-7.130653266331663;-9.723618090452263;0.027110421784683453
-29.170854271356784;1.5125628140703498;15.341708542713569;0.032306233117248805
-29.170854271356784;5.834170854271356;9.723618090452263;0.029340477028024545
-28.738693467336685;-10.155778894472363;-3.6733668341708565;0.005983595661896066
-28.738693467336685;-7.130653266331663;-7.562814070351763;0.02400797726340802
-28.738693467336685;-3.6733668341708565;-19.231155778894472;0.022408917678303542
-28.738693467336685;2.8090452261306496;13.613065326633162;0.0388331355859936
-28.738693467336685;9.291457286432156;8.859296482412056;0.02394115251335013
-28.30653266331658;1.5125628140703498;23.120603015075375;0.013313618945091444
-28.30653266331658;23.552763819095475;-7.130653266331663;0.0023842987798147705
-27.87437185929648;-18.366834170854272;-21.391959798994975;0.00555450731032466
-27.44221105527638;-13.613065326633166;13.613065326633162;0.02439218245403222
-27.44221105527638;-12.316582914572866;-14.909547738693469;0.02660707178972828
-27.44221105527638;-4.1055276381909565;19.663316582914568;0.027644788686371536
-27.44221105527638;-3.6733668341708565;-27.87437185929648;0.005245835414624629
-27.44221105527638;-1.0804020100502498;-6.698492462311556;0.03751548739798568
-27.44221105527638;6.266331658291456;8.427135678391956;0.04055235646585858
-27.01005025125628;-6.698492462311556;-6.698492462311556;0.03396035779826118
-26.57788944723618;-0.21608040201004997;-27.44221105527638;0.007022184111838734
-26.57788944723618;4.1055276381909565;-18.798994974874372;0.03774772514638339
-26.57788944723618;11.452261306532662;14.909547738693462;0.035645077069453544
-26.14572864321608;-14.909547738693469;-15.773869346733669;0.024928201129861535
-26.14572864321608;-3.2412060301507566;15.773869346733669;0.06142296160119606
-26.14572864321608;-0.21608040201004997;4.1055276381909565;0.02498307225062821
-26.14572864321608;16.20603015075377;-20.527638190954775;0.012170728935049521
-25.71356783919598;-20.527638190954775;-12.316582914572866;0.013047215495125063
-25.71356783919598;-17.070351758793972;-7.130653266331663;0.01549010767245525
-25.71356783919598;-9.723618090452263;12.748743718592962;0.05669155485588598
-25.71356783919598;-7.994974874371863;-2.3768844221105567;0.007406733206603322
-25.71356783919598;-6.266331658291456;6.266331658291456;0.04477053002275631
-25.71356783919598;-3.6733668341708565;-5.834170854271356;0.04601019199591322
-25.71356783919598;1.5125628140703498;-12.748743718592966;0.08585306147922162
-25.71356783919598;6.266331658291456;5.402010050251256;0.036017428687660814
-25.71356783919598;14.909547738693462;-23.55276381909548;0.009169017534094635
-25.28140703517588;-16.20603015075377;-6.698492462311556;0.01820906170786512
-25.28140703517588;-10.155778894472363;-17.934673366834172;0.03940806260711313
-25.28140703517588;0.21608040201004997;6.698492462311556;0.06637096802044669
-25.28140703517588;1.5125628140703498;-12.316582914572866;0.09599769292543024
-25.28140703517588;2.8090452261306496;-14.909547738693469;0.08101640199428752
-25.28140703517588;2.8090452261306496;2.3768844221105496;0.011066780070777993
-25.28140703517588;4.1055276381909565;7.562814070351756;0.07052869971320534
-25.28140703517588;4.969849246231156;15.341708542713569;0.07265018772592267
-25.28140703517588;5.834170854271356;-16.20603015075377;0.06413411650425706
-25.28140703517588;7.130653266331656;-11.884422110552766;0.077595597941156
-25.28140703517588;11.020100502512562;13.180904522613062;0.054735540006204994
-25.28140703517588;16.20603015075377;10.587939698492463;0.02848172415386974
-25.28140703517588;26.145728643216074;-11.452261306532666;0.004430982211785177
-24.849246231155778;-27.87437185929648;7.994974874371856;0.002337739888926111
-24.849246231155778;-20.095477386934675;8.859296482412056;0.014328261881813999
-24.849246231155778;-9.723618090452263;-20.959798994974875;0.027791894453011678
-24.849246231155778;-7.562814070351763;-12.748743718592966;0.08165174664256233
-24.849246231155778;-4.537688442211056;11.020100502512562;0.0984654519910013
